,Date,Hospital,ED Trolleys,Ward Trolleys,Total,Surge Capacity in Use (Full report @14:00),Delayed Transfers of Care (As of Midnight),No of Total Waiting >24hrs,No of >75+yrs Waiting >24hrs,Region
8431,13/09/2023,St Luke's General Hospital Kilkenny,0.0,0,0.0,26.0,9,,,HSE Dublin and South East
8432,13/09/2023,St. Vincent's University Hospital,14.0,0,14.0,22.0,53,,,HSE Dublin and South East
8433,13/09/2023,Tipperary University Hospital,10.0,,10.0,12.0,11,1.0,,HSE Dublin and South East
8435,13/09/2023,UH Waterford,0.0,,0.0,0.0,16,,,HSE Dublin and South East
8436,13/09/2023,Wexford General Hospital,5.0,8,13.0,3.0,7,3.0,,HSE Dublin and South East
8437,13/09/2023,Cork University Hospital,24.0,8,32.0,6.0,54,4.0,4,HSE South West
8438,13/09/2023,Mercy University Hospital,14.0,,14.0,7.0,26,1.0,,HSE South West
8439,13/09/2023,UH Kerry,27.0,0,27.0,8.0,19,10.0,2,HSE South West
8440,13/09/2023,UH Limerick,22.0,42,64.0,49.0,12,5.0,,HSE Mid West
8441,13/09/2023,Galway University Hospital,13.0,8,21.0,20.0,29,2.0,1,HSE West and North West
8442,13/09/2023,Letterkenny University Hospital,15.0,,15.0,15.0,29,1.0,,HSE West and North West
8444,13/09/2023,Mayo University Hospital,4.0,9,13.0,0.0,15,1.0,,HSE West and North West
8445,13/09/2023,Portiuncula University Hospital,20.0,0,20.0,14.0,3,7.0,,HSE West and North West
8446,13/09/2023,Sligo University Hospital,-6.0,14,8.0,12.0,14,2.0,,HSE West and North West
8448,14/09/2023,Beaumont Hospital,5.0,,5.0,0.0,9,,,HSE Dublin and North East
8449,14/09/2023,Cavan General Hospital,0.0,0,0.0,0.0,1,,,HSE Dublin and North East
8450,14/09/2023,Connolly Hospital,0.0,0,0.0,9.0,5,,,HSE Dublin and North East
8451,14/09/2023,Mater Misericordiae University Hospital,15.0,,15.0,0.0,11,1.0,1,HSE Dublin and North East
8452,14/09/2023,Our Lady of Lourdes Hospital,0.0,0,0.0,8.0,1,,,HSE Dublin and North East
8453,14/09/2023,Our Lady's Hospital Navan,0.0,,0.0,7.0,3,,,HSE Dublin and North East
8454,14/09/2023,CHI at Crumlin,5.0,,5.0,,4,,,HSE Dublin and Midlands
8455,14/09/2023,CHI at Tallaght,3.0,,3.0,,1,,,HSE Dublin and Midlands
8457,14/09/2023,CHI at Temple Street,0.0,10,10.0,,5,,,HSE Dublin and Midlands
8458,14/09/2023,MRH Mullingar,7.0,0,7.0,0.0,1,,,HSE Dublin and Midlands
8459,14/09/2023,MRH Portlaoise,5.0,0,5.0,0.0,6,,,HSE Dublin and Midlands
8460,14/09/2023,MRH Tullamore,0.0,0,0.0,0.0,6,,,HSE Dublin and Midlands
8461,14/09/2023,Naas General Hospital,7.0,,7.0,0.0,15,,,HSE Dublin and Midlands
8462,14/09/2023,St. James's Hospital,28.0,0,28.0,0.0,56,6.0,,HSE Dublin and Midlands
8463,14/09/2023,Tallaght University Hospital,22.0,0,22.0,16.0,36,6.0,,HSE Dublin and Midlands
8464,14/09/2023,St Luke's General Hospital Kilkenny,3.0,0,3.0,26.0,9,,,HSE Dublin and South East
8465,14/09/2023,St. Vincent's University Hospital,11.0,,11.0,33.0,52,,,HSE Dublin and South East
8466,14/09/2023,Tipperary University Hospital,12.0,,12.0,12.0,13,4.0,,HSE Dublin and South East
8468,14/09/2023,UH Waterford,0.0,,0.0,0.0,16,,,HSE Dublin and South East
8469,14/09/2023,Wexford General Hospital,4.0,6,10.0,4.0,5,,,HSE Dublin and South East
8470,14/09/2023,Cork University Hospital,18.0,6,24.0,0.0,49,1.0,,HSE South West
8471,14/09/2023,Mercy University Hospital,17.0,0,17.0,8.0,26,1.0,,HSE South West
8472,14/09/2023,UH Kerry,25.0,0,25.0,5.0,19,6.0,8,HSE South West
8473,14/09/2023,UH Limerick,22.0,38,60.0,43.0,11,2.0,,HSE Mid West
8474,14/09/2023,Galway University Hospital,10.0,5,15.0,20.0,29,4.0,,HSE West and North West
8475,14/09/2023,Letterkenny University Hospital,9.0,,9.0,16.0,29,3.0,,HSE West and North West
8477,14/09/2023,Mayo University Hospital,4.0,8,12.0,0.0,13,2.0,,HSE West and North West
8478,14/09/2023,Portiuncula University Hospital,21.0,0,21.0,10.0,6,11.0,1,HSE West and North West
8479,14/09/2023,Sligo University Hospital,5.0,13,18.0,12.0,14,8.0,,HSE West and North West
8481,15/09/2023,Beaumont Hospital,0.0,,0.0,0.0,7,,,HSE Dublin and North East
8482,15/09/2023,Cavan General Hospital,4.0,2,6.0,0.0,1,,,HSE Dublin and North East
8483,15/09/2023,Connolly Hospital,0.0,0,0.0,4.0,5,,,HSE Dublin and North East
8484,15/09/2023,Mater Misericordiae University Hospital,11.0,,11.0,0.0,12,2.0,,HSE Dublin and North East
8485,15/09/2023,Our Lady of Lourdes Hospital,0.0,0,0.0,4.0,1,,,HSE Dublin and North East
8486,15/09/2023,Our Lady's Hospital Navan,4.0,,4.0,9.0,3,,,HSE Dublin and North East
8487,15/09/2023,CHI at Crumlin,1.0,,1.0,,4,,,HSE Dublin and Midlands
8488,15/09/2023,CHI at Tallaght,1.0,,1.0,,1,,,HSE Dublin and Midlands
8490,15/09/2023,CHI at Temple Street,2.0,,2.0,,5,,,HSE Dublin and Midlands
8491,15/09/2023,MRH Mullingar,7.0,0,7.0,2.0,1,,,HSE Dublin and Midlands
8492,15/09/2023,MRH Portlaoise,7.0,0,7.0,0.0,5,,,HSE Dublin and Midlands
8493,15/09/2023,MRH Tullamore,0.0,0,0.0,0.0,6,,,HSE Dublin and Midlands
8494,15/09/2023,Naas General Hospital,10.0,0,10.0,0.0,16,,,HSE Dublin and Midlands
8495,15/09/2023,St. James's Hospital,34.0,,34.0,0.0,61,3.0,,HSE Dublin and Midlands
8496,15/09/2023,Tallaght University Hospital,21.0,0,21.0,16.0,34,3.0,,HSE Dublin and Midlands
8497,15/09/2023,St Luke's General Hospital Kilkenny,0.0,0,0.0,25.0,8,,,HSE Dublin and South East
8498,15/09/2023,St. Vincent's University Hospital,18.0,0,18.0,21.0,49,,,HSE Dublin and South East
8499,15/09/2023,Tipperary University Hospital,13.0,,13.0,12.0,8,4.0,,HSE Dublin and South East
8501,15/09/2023,UH Waterford,0.0,,0.0,0.0,19,,,HSE Dublin and South East
8502,15/09/2023,Wexford General Hospital,2.0,4,6.0,0.0,8,,,HSE Dublin and South East
8503,15/09/2023,Cork University Hospital,7.0,5,12.0,16.0,53,,3,HSE South West
8504,15/09/2023,Mercy University Hospital,6.0,0,6.0,7.0,22,1.0,,HSE South West
8505,15/09/2023,UH Kerry,12.0,0,12.0,14.0,17,4.0,1,HSE South West
8506,15/09/2023,UH Limerick,12.0,34,46.0,43.0,10,2.0,,HSE Mid West
8507,15/09/2023,Galway University Hospital,1.0,1,2.0,19.0,29,,,HSE West and North West
8508,15/09/2023,Letterkenny University Hospital,18.0,,18.0,17.0,30,3.0,,HSE West and North West
8510,15/09/2023,Mayo University Hospital,0.0,8,8.0,0.0,12,3.0,,HSE West and North West
8511,15/09/2023,Portiuncula University Hospital,11.0,0,11.0,10.0,6,4.0,,HSE West and North West
8512,15/09/2023,Sligo University Hospital,5.0,13,18.0,12.0,14,9.0,,HSE West and North West
8514,16/09/2023,Beaumont Hospital,0.0,0,0.0,0.0,8,,,HSE Dublin and North East
8515,16/09/2023,Cavan General Hospital,2.0,0,2.0,10.0,1,,,HSE Dublin and North East
8516,16/09/2023,Connolly Hospital,0.0,0,0.0,0.0,5,,,HSE Dublin and North East
8517,16/09/2023,Mater Misericordiae University Hospital,2.0,,2.0,0.0,14,,,HSE Dublin and North East
8518,16/09/2023,Our Lady of Lourdes Hospital,0.0,0,0.0,4.0,1,,,HSE Dublin and North East
8519,16/09/2023,Our Lady's Hospital Navan,2.0,,2.0,0.0,3,,,HSE Dublin and North East
8520,16/09/2023,CHI at Crumlin,2.0,,2.0,,4,,,HSE Dublin and Midlands
8521,16/09/2023,CHI at Tallaght,1.0,,1.0,,1,,,HSE Dublin and Midlands
8523,16/09/2023,CHI at Temple Street,0.0,0,0.0,,4,,,HSE Dublin and Midlands
8524,16/09/2023,MRH Mullingar,7.0,0,7.0,0.0,1,,1,HSE Dublin and Midlands
8525,16/09/2023,MRH Portlaoise,1.0,0,1.0,0.0,5,,,HSE Dublin and Midlands
8526,16/09/2023,MRH Tullamore,0.0,0,0.0,0.0,6,,,HSE Dublin and Midlands
8527,16/09/2023,Naas General Hospital,2.0,0,2.0,0.0,13,,,HSE Dublin and Midlands
8528,16/09/2023,St. James's Hospital,19.0,0,19.0,0.0,60,2.0,,HSE Dublin and Midlands
8529,16/09/2023,Tallaght University Hospital,12.0,0,12.0,6.0,35,,,HSE Dublin and Midlands
8530,16/09/2023,St Luke's General Hospital Kilkenny,0.0,0,0.0,0.0,8,,,HSE Dublin and South East
8531,16/09/2023,St. Vincent's University Hospital,7.0,,7.0,33.0,46,,,HSE Dublin and South East
8532,16/09/2023,Tipperary University Hospital,0.0,,0.0,12.0,8,,,HSE Dublin and South East
8534,16/09/2023,UH Waterford,0.0,0,0.0,0.0,22,,,HSE Dublin and South East
8535,16/09/2023,Wexford General Hospital,5.0,2,7.0,0.0,6,,,HSE Dublin and South East
8536,16/09/2023,Cork University Hospital,3.0,2,5.0,10.0,54,,,HSE South West
8537,16/09/2023,Mercy University Hospital,8.0,,8.0,7.0,23,,,HSE South West
8538,16/09/2023,UH Kerry,10.0,0,10.0,14.0,17,,,HSE South West
8539,16/09/2023,UH Limerick,9.0,13,22.0,21.0,10,2.0,,HSE Mid West
8540,16/09/2023,Galway University Hospital,0.0,0,0.0,14.0,28,,,HSE West and North West
8541,16/09/2023,Letterkenny University Hospital,9.0,4,13.0,0.0,28,2.0,,HSE West and North West
8543,16/09/2023,Mayo University Hospital,2.0,5,7.0,0.0,15,,,HSE West and North West
8544,16/09/2023,Portiuncula University Hospital,-1.0,1,0.0,1.0,6,,,HSE West and North West
8545,16/09/2023,Sligo University Hospital,1.0,6,7.0,10.0,14,1.0,,HSE West and North West
8547,17/09/2023,Beaumont Hospital,0.0,0,0.0,0.0,8,,,HSE Dublin and North East
8548,17/09/2023,Cavan General Hospital,2.0,0,2.0,10.0,1,,,HSE Dublin and North East
8549,17/09/2023,Connolly Hospital,0.0,0,0.0,0.0,5,,,HSE Dublin and North East
8550,17/09/2023,Mater Misericordiae University Hospital,18.0,,18.0,0.0,14,,,HSE Dublin and North East
8551,17/09/2023,Our Lady of Lourdes Hospital,-1.0,1,0.0,4.0,1,,,HSE Dublin and North East
8552,17/09/2023,Our Lady's Hospital Navan,0.0,0,0.0,6.0,3,,,HSE Dublin and North East
8553,17/09/2023,CHI at Crumlin,1.0,,1.0,,4,,,HSE Dublin and Midlands
8554,17/09/2023,CHI at Tallaght,0.0,,0.0,,1,,,HSE Dublin and Midlands
8556,17/09/2023,CHI at Temple Street,4.0,,4.0,,4,,,HSE Dublin and Midlands
8557,17/09/2023,MRH Mullingar,12.0,0,12.0,0.0,1,1.0,,HSE Dublin and Midlands
8558,17/09/2023,MRH Portlaoise,4.0,0,4.0,0.0,5,,,HSE Dublin and Midlands
8559,17/09/2023,MRH Tullamore,0.0,0,0.0,0.0,6,,,HSE Dublin and Midlands
8560,17/09/2023,Naas General Hospital,7.0,3,10.0,0.0,13,,,HSE Dublin and Midlands
8561,17/09/2023,St. James's Hospital,8.0,0,8.0,0.0,60,,,HSE Dublin and Midlands
8562,17/09/2023,Tallaght University Hospital,10.0,,10.0,16.0,35,4.0,,HSE Dublin and Midlands
8563,17/09/2023,St Luke's General Hospital Kilkenny,0.0,0,0.0,0.0,8,,,HSE Dublin and South East
8564,17/09/2023,St. Vincent's University Hospital,10.0,,10.0,33.0,46,1.0,,HSE Dublin and South East
8565,17/09/2023,Tipperary University Hospital,7.0,,7.0,12.0,8,,,HSE Dublin and South East
8567,17/09/2023,UH Waterford,0.0,0,0.0,0.0,22,,,HSE Dublin and South East
8568,17/09/2023,Wexford General Hospital,6.0,7,13.0,5.0,6,1.0,,HSE Dublin and South East
8569,17/09/2023,Cork University Hospital,6.0,1,7.0,12.0,54,,,HSE South West
8570,17/09/2023,Mercy University Hospital,5.0,0,5.0,7.0,23,1.0,,HSE South West
8571,17/09/2023,UH Kerry,16.0,0,16.0,13.0,17,2.0,,HSE South West
8572,17/09/2023,UH Limerick,15.0,31,46.0,34.0,10,4.0,,HSE Mid West
8573,17/09/2023,Galway University Hospital,0.0,0,0.0,11.0,28,,,HSE West and North West
8574,17/09/2023,Letterkenny University Hospital,9.0,5,14.0,10.0,28,2.0,,HSE West and North West
8576,17/09/2023,Mayo University Hospital,1.0,5,6.0,0.0,15,2.0,,HSE West and North West
8577,17/09/2023,Portiuncula University Hospital,0.0,0,0.0,2.0,6,,,HSE West and North West
8578,17/09/2023,Sligo University Hospital,2.0,7,9.0,11.0,14,,,HSE West and North West
8580,18/09/2023,Beaumont Hospital,0.0,,0.0,0.0,8,,,HSE Dublin and North East
8581,18/09/2023,Cavan General Hospital,3.0,0,3.0,4.0,1,,,HSE Dublin and North East
8582,18/09/2023,Connolly Hospital,0.0,0,0.0,2.0,5,,,HSE Dublin and North East
8583,18/09/2023,Mater Misericordiae University Hospital,26.0,,26.0,0.0,14,5.0,3,HSE Dublin and North East
8584,18/09/2023,Our Lady of Lourdes Hospital,1.0,1,2.0,13.0,1,,,HSE Dublin and North East
8585,18/09/2023,Our Lady's Hospital Navan,-3.0,3,0.0,10.0,3,,,HSE Dublin and North East
8586,18/09/2023,CHI at Crumlin,5.0,,5.0,,4,1.0,,HSE Dublin and Midlands
8587,18/09/2023,CHI at Tallaght,1.0,,1.0,,1,,,HSE Dublin and Midlands
8589,18/09/2023,CHI at Temple Street,0.0,4,4.0,,4,,,HSE Dublin and Midlands
8590,18/09/2023,MRH Mullingar,13.0,4,17.0,2.0,1,2.0,1,HSE Dublin and Midlands
8591,18/09/2023,MRH Portlaoise,6.0,0,6.0,0.0,5,3.0,,HSE Dublin and Midlands
8592,18/09/2023,MRH Tullamore,0.0,0,0.0,8.0,6,,,HSE Dublin and Midlands
8593,18/09/2023,Naas General Hospital,6.0,3,9.0,0.0,13,,,HSE Dublin and Midlands
8594,18/09/2023,St. James's Hospital,23.0,0,23.0,0.0,60,5.0,,HSE Dublin and Midlands
8595,18/09/2023,Tallaght University Hospital,21.0,0,21.0,16.0,39,4.0,,HSE Dublin and Midlands
8596,18/09/2023,St Luke's General Hospital Kilkenny,0.0,0,0.0,17.0,8,,,HSE Dublin and South East
8597,18/09/2023,St. Vincent's University Hospital,33.0,,33.0,33.0,46,3.0,,HSE Dublin and South East
8598,18/09/2023,Tipperary University Hospital,13.0,,13.0,12.0,8,5.0,1,HSE Dublin and South East
8600,18/09/2023,UH Waterford,0.0,,0.0,0.0,22,,,HSE Dublin and South East
8601,18/09/2023,Wexford General Hospital,23.0,,23.0,10.0,6,4.0,1,HSE Dublin and South East
8602,18/09/2023,Cork University Hospital,5.0,8,13.0,15.0,54,,1,HSE South West
8603,18/09/2023,Mercy University Hospital,10.0,0,10.0,7.0,23,,,HSE South West
8604,18/09/2023,UH Kerry,21.0,,21.0,14.0,17,2.0,,HSE South West
8605,18/09/2023,UH Limerick,13.0,37,50.0,24.0,10,4.0,,HSE Mid West
8606,18/09/2023,Galway University Hospital,5.0,0,5.0,15.0,28,,,HSE West and North West
8607,18/09/2023,Letterkenny University Hospital,17.0,,17.0,20.0,28,7.0,,HSE West and North West
8609,18/09/2023,Mayo University Hospital,0.0,2,2.0,0.0,15,,,HSE West and North West
8610,18/09/2023,Portiuncula University Hospital,1.0,0,1.0,8.0,6,,,HSE West and North West
8611,18/09/2023,Sligo University Hospital,2.0,7,9.0,12.0,14,6.0,,HSE West and North West
8613,19/09/2023,Beaumont Hospital,0.0,,0.0,0.0,9,,,HSE Dublin and North East
8614,19/09/2023,Cavan General Hospital,6.0,0,6.0,0.0,1,,,HSE Dublin and North East
8615,19/09/2023,Connolly Hospital,0.0,0,0.0,0.0,5,,,HSE Dublin and North East
8616,19/09/2023,Mater Misericordiae University Hospital,23.0,,23.0,0.0,15,6.0,1,HSE Dublin and North East
8617,19/09/2023,Our Lady of Lourdes Hospital,3.0,1,4.0,11.0,1,,,HSE Dublin and North East
8618,19/09/2023,Our Lady's Hospital Navan,4.0,0,4.0,7.0,3,,,HSE Dublin and North East
8619,19/09/2023,CHI at Crumlin,3.0,,3.0,,4,,,HSE Dublin and Midlands
8620,19/09/2023,CHI at Tallaght,1.0,,1.0,,1,,,HSE Dublin and Midlands
8622,19/09/2023,CHI at Temple Street,1.0,4,5.0,,5,,,HSE Dublin and Midlands
8623,19/09/2023,MRH Mullingar,7.0,0,7.0,13.0,1,1.0,,HSE Dublin and Midlands
8624,19/09/2023,MRH Portlaoise,5.0,0,5.0,0.0,5,,,HSE Dublin and Midlands
8625,19/09/2023,MRH Tullamore,0.0,0,0.0,6.0,6,,,HSE Dublin and Midlands
8626,19/09/2023,Naas General Hospital,4.0,0,4.0,0.0,14,,,HSE Dublin and Midlands
8627,19/09/2023,St. James's Hospital,28.0,,28.0,0.0,61,2.0,,HSE Dublin and Midlands
8628,19/09/2023,Tallaght University Hospital,15.0,0,15.0,16.0,39,2.0,,HSE Dublin and Midlands
8629,19/09/2023,St Luke's General Hospital Kilkenny,8.0,1,9.0,14.0,10,,,HSE Dublin and South East
8630,19/09/2023,St. Vincent's University Hospital,18.0,0,18.0,22.0,47,4.0,2,HSE Dublin and South East
8631,19/09/2023,Tipperary University Hospital,18.0,,18.0,12.0,7,5.0,,HSE Dublin and South East
8633,19/09/2023,UH Waterford,0.0,,0.0,0.0,19,,,HSE Dublin and South East
8634,19/09/2023,Wexford General Hospital,8.0,7,15.0,8.0,5,6.0,,HSE Dublin and South East
8635,19/09/2023,Cork University Hospital,23.0,2,25.0,20.0,51,,,HSE South West
8636,19/09/2023,Mercy University Hospital,28.0,0,28.0,8.0,16,2.0,,HSE South West
8637,19/09/2023,UH Kerry,16.0,0,16.0,20.0,17,5.0,,HSE South West
8638,19/09/2023,UH Limerick,24.0,35,59.0,28.0,12,4.0,,HSE Mid West
8639,19/09/2023,Galway University Hospital,7.0,2,9.0,20.0,28,,,HSE West and North West
8640,19/09/2023,Letterkenny University Hospital,11.0,9,20.0,18.0,22,3.0,,HSE West and North West
8642,19/09/2023,Mayo University Hospital,0.0,2,2.0,0.0,12,,,HSE West and North West
8643,19/09/2023,Portiuncula University Hospital,8.0,0,8.0,0.0,7,,,HSE West and North West
8644,19/09/2023,Sligo University Hospital,10.0,4,14.0,9.0,14,1.0,,HSE West and North West
8646,20/09/2023,Beaumont Hospital,3.0,,3.0,0.0,6,,,HSE Dublin and North East
8647,20/09/2023,Cavan General Hospital,4.0,0,4.0,1.0,2,,1,HSE Dublin and North East
8648,20/09/2023,Connolly Hospital,0.0,0,0.0,0.0,4,,,HSE Dublin and North East
8649,20/09/2023,Mater Misericordiae University Hospital,17.0,,17.0,0.0,15,1.0,,HSE Dublin and North East
8650,20/09/2023,Our Lady of Lourdes Hospital,4.0,0,4.0,26.0,1,,,HSE Dublin and North East
8651,20/09/2023,Our Lady's Hospital Navan,2.0,0,2.0,0.0,3,,,HSE Dublin and North East
8652,20/09/2023,CHI at Crumlin,5.0,,5.0,,4,,,HSE Dublin and Midlands
8653,20/09/2023,CHI at Tallaght,1.0,,1.0,,1,,,HSE Dublin and Midlands
8655,20/09/2023,CHI at Temple Street,10.0,,10.0,,5,1.0,,HSE Dublin and Midlands
8656,20/09/2023,MRH Mullingar,5.0,0,5.0,12.0,1,,,HSE Dublin and Midlands
8657,20/09/2023,MRH Portlaoise,10.0,0,10.0,0.0,5,1.0,,HSE Dublin and Midlands
8658,20/09/2023,MRH Tullamore,0.0,0,0.0,17.0,6,,,HSE Dublin and Midlands
8659,20/09/2023,Naas General Hospital,8.0,0,8.0,0.0,14,,,HSE Dublin and Midlands
8660,20/09/2023,St. James's Hospital,24.0,,24.0,0.0,62,1.0,,HSE Dublin and Midlands
8661,20/09/2023,Tallaght University Hospital,15.0,0,15.0,15.0,44,3.0,,HSE Dublin and Midlands
8662,20/09/2023,St Luke's General Hospital Kilkenny,0.0,0,0.0,15.0,9,,,HSE Dublin and South East
8663,20/09/2023,St. Vincent's University Hospital,15.0,0,15.0,21.0,48,,,HSE Dublin and South East
8664,20/09/2023,Tipperary University Hospital,9.0,,9.0,12.0,7,4.0,,HSE Dublin and South East
8666,20/09/2023,UH Waterford,0.0,0,0.0,0.0,23,,,HSE Dublin and South East
8667,20/09/2023,Wexford General Hospital,10.0,5,15.0,13.0,5,4.0,,HSE Dublin and South East
8668,20/09/2023,Cork University Hospital,24.0,7,31.0,17.0,51,7.0,3,HSE South West
8669,20/09/2023,Mercy University Hospital,14.0,0,14.0,8.0,17,1.0,,HSE South West
8670,20/09/2023,UH Kerry,25.0,0,25.0,7.0,18,8.0,,HSE South West
8671,20/09/2023,UH Limerick,26.0,37,63.0,30.0,12,5.0,,HSE Mid West
8672,20/09/2023,Galway University Hospital,6.0,1,7.0,20.0,28,,,HSE West and North West
8673,20/09/2023,Letterkenny University Hospital,17.0,8,25.0,27.0,25,6.0,2,HSE West and North West
8675,20/09/2023,Mayo University Hospital,0.0,15,15.0,0.0,13,4.0,,HSE West and North West
8676,20/09/2023,Portiuncula University Hospital,2.0,0,2.0,5.0,8,,,HSE West and North West
8677,20/09/2023,Sligo University Hospital,12.0,4,16.0,9.0,14,3.0,,HSE West and North West
8679,21/09/2023,Beaumont Hospital,3.0,,3.0,0.0,7,,,HSE Dublin and North East
8680,21/09/2023,Cavan General Hospital,7.0,,7.0,5.0,2,,,HSE Dublin and North East
8681,21/09/2023,Connolly Hospital,0.0,0,0.0,4.0,4,,,HSE Dublin and North East
8682,21/09/2023,Mater Misericordiae University Hospital,11.0,,11.0,0.0,15,,,HSE Dublin and North East
8683,21/09/2023,Our Lady of Lourdes Hospital,4.0,1,5.0,12.0,1,,,HSE Dublin and North East
8684,21/09/2023,Our Lady's Hospital Navan,1.0,0,1.0,0.0,3,,,HSE Dublin and North East
8685,21/09/2023,CHI at Crumlin,1.0,,1.0,,4,,,HSE Dublin and Midlands
8686,21/09/2023,CHI at Tallaght,1.0,,1.0,,1,,,HSE Dublin and Midlands
8688,21/09/2023,CHI at Temple Street,5.0,,5.0,,5,3.0,,HSE Dublin and Midlands
8689,21/09/2023,MRH Mullingar,7.0,0,7.0,0.0,1,,,HSE Dublin and Midlands
8690,21/09/2023,MRH Portlaoise,6.0,0,6.0,0.0,5,1.0,,HSE Dublin and Midlands
8691,21/09/2023,MRH Tullamore,0.0,,0.0,6.0,6,,,HSE Dublin and Midlands
8692,21/09/2023,Naas General Hospital,1.0,0,1.0,0.0,15,,,HSE Dublin and Midlands
8693,21/09/2023,St. James's Hospital,16.0,0,16.0,0.0,63,2.0,,HSE Dublin and Midlands
8694,21/09/2023,Tallaght University Hospital,18.0,0,18.0,14.0,41,5.0,,HSE Dublin and Midlands
8695,21/09/2023,St Luke's General Hospital Kilkenny,6.0,4,10.0,14.0,9,,,HSE Dublin and South East
8696,21/09/2023,St. Vincent's University Hospital,12.0,0,12.0,21.0,46,,,HSE Dublin and South East
8697,21/09/2023,Tipperary University Hospital,8.0,,8.0,12.0,5,1.0,,HSE Dublin and South East
8699,21/09/2023,UH Waterford,0.0,,0.0,0.0,22,,,HSE Dublin and South East
8700,21/09/2023,Wexford General Hospital,9.0,7,16.0,6.0,5,5.0,2,HSE Dublin and South East
8701,21/09/2023,Cork University Hospital,17.0,2,19.0,19.0,53,1.0,2,HSE South West
8702,21/09/2023,Mercy University Hospital,20.0,0,20.0,8.0,13,2.0,,HSE South West
8703,21/09/2023,UH Kerry,16.0,,16.0,0.0,19,4.0,1,HSE South West
8704,21/09/2023,UH Limerick,22.0,37,59.0,52.0,14,11.0,,HSE Mid West
8705,21/09/2023,Galway University Hospital,19.0,4,23.0,20.0,29,,,HSE West and North West
8706,21/09/2023,Letterkenny University Hospital,16.0,,16.0,19.0,27,6.0,,HSE West and North West
8708,21/09/2023,Mayo University Hospital,10.0,14,24.0,8.0,9,6.0,,HSE West and North West
8709,21/09/2023,Portiuncula University Hospital,8.0,0,8.0,4.0,8,,,HSE West and North West
8710,21/09/2023,Sligo University Hospital,10.0,5,15.0,10.0,14,5.0,,HSE West and North West
8712,22/09/2023,Beaumont Hospital,0.0,,0.0,0.0,9,,,HSE Dublin and North East
8713,22/09/2023,Cavan General Hospital,6.0,2,8.0,0.0,2,,,HSE Dublin and North East
8714,22/09/2023,Connolly Hospital,0.0,0,0.0,3.0,4,,,HSE Dublin and North East
8715,22/09/2023,Mater Misericordiae University Hospital,32.0,,32.0,0.0,15,1.0,,HSE Dublin and North East
8716,22/09/2023,Our Lady of Lourdes Hospital,3.0,1,4.0,11.0,1,,,HSE Dublin and North East
8717,22/09/2023,Our Lady's Hospital Navan,2.0,0,2.0,0.0,3,,,HSE Dublin and North East
8718,22/09/2023,CHI at Crumlin,4.0,,4.0,,4,,,HSE Dublin and Midlands
8719,22/09/2023,CHI at Tallaght,3.0,,3.0,,1,,,HSE Dublin and Midlands
8721,22/09/2023,CHI at Temple Street,3.0,,3.0,,5,,,HSE Dublin and Midlands
8722,22/09/2023,MRH Mullingar,8.0,3,11.0,3.0,1,1.0,1,HSE Dublin and Midlands
8723,22/09/2023,MRH Portlaoise,8.0,0,8.0,0.0,4,,,HSE Dublin and Midlands
8724,22/09/2023,MRH Tullamore,0.0,0,0.0,9.0,6,,,HSE Dublin and Midlands
8725,22/09/2023,Naas General Hospital,0.0,0,0.0,0.0,16,,,HSE Dublin and Midlands
8726,22/09/2023,St. James's Hospital,22.0,0,22.0,0.0,63,1.0,,HSE Dublin and Midlands
8727,22/09/2023,Tallaght University Hospital,16.0,0,16.0,14.0,38,4.0,,HSE Dublin and Midlands
8728,22/09/2023,St Luke's General Hospital Kilkenny,2.0,0,2.0,20.0,8,,,HSE Dublin and South East
8729,22/09/2023,St. Vincent's University Hospital,21.0,0,21.0,22.0,46,3.0,,HSE Dublin and South East
